iter	MultiClass	F1:class=0	F1:class=1	F1:class=2	F1:class=3	F1:class=4	F1:class=5	F1:class=6	F1:class=7	F1:class=8	F1:class=9
921	0.009218288566	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
922	0.009192954435	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
923	0.009173856759	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
924	0.009160465921	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
925	0.009147719233	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
926	0.009143374249	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
927	0.009130785069	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
928	0.009122144939	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
929	0.009109817165	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
930	0.009083389963	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
931	0.009056516967	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
932	0.009048367607	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
933	0.009041219639	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
934	0.009035997046	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
935	0.009030964166	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
936	0.009019206856	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
937	0.009004558502	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
938	0.008999659545	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
939	0.008978581501	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
940	0.008967548705	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
941	0.008957514865	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
942	0.008944263115	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
943	0.008927160775	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
944	0.008910630568	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
945	0.008906053162	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
946	0.008895077583	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
947	0.008867273372	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
948	0.008846578549	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
949	0.008838560376	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
950	0.008831093684	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
951	0.008823849009	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
952	0.008812967793	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
953	0.008802089444	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
954	0.008792301506	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
955	0.008786923738	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
956	0.008782471191	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
957	0.008777950368	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
958	0.008770847101	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
959	0.008768891384	1	1	1	1	0.9978540773	0.9977011494	1	1	1	1
960	0.008760434195	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
961	0.008750220124	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
962	0.008734209076	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
963	0.008728364278	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
964	0.008696692523	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
965	0.008690994583	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
966	0.008684787807	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
967	0.008682853529	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
968	0.008676724083	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
969	0.008664976952	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
970	0.008649581981	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
971	0.008644975624	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
972	0.008637154443	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
973	0.008629551648	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
974	0.008615322736	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
975	0.008600377408	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
976	0.008581248338	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
977	0.008570426235	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
978	0.008543760298	1	1	1	1	1	1	1	1	1	1
979	0.008543294553	1	1	1	1	1	1	1	1	1	1
980	0.008538095999	1	1	1	1	1	1	1	1	1	1
981	0.008527574052	1	1	1	1	1	1	1	1	1	1
982	0.008520722191	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
983	0.008512119909	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
984	0.008504146043	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
985	0.00847853926	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
986	0.008466750111	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
987	0.008458582678	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
988	0.008457005533	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
989	0.008449953133	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
990	0.008445920114	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
991	0.008431413785	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
992	0.0084274546	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
993	0.008417267608	1	1	1	1	1	1	1	1	1	1
994	0.008415676379	1	1	1	1	1	1	1	1	1	1
995	0.008399718756	1	1	1	1	1	1	1	1	1	1
996	0.008392012114	1	1	1	1	1	1	1	1	1	1
997	0.008385990761	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
998	0.008379731144	1	1	1	1	0.9989281886	0.998849252	1	1	1	1
999	0.008371248776	1	1	1	1	1	1	1	1	1	1
